Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Sa_1s_g,Observed_DS,Obs_Repair_Category,RF_DS,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct
53 1019,34.285,-118.3733333,HWB28,1955,conventional,0.4913,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1018,33.965,-118.135,HWB28,1954,conventional,0.1486,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1016,34.455,-118.3316667,HWB15,1954,conventional,0.2633,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1136,34.265,-118.4883333,HWB5,1956,conventional,1.224,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1426,34.11166667,-118.0366667,HWB3,1955,conventional,0.1454,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1425,34.11,-118.035,HWB3,1955,conventional,0.1454,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1421,34.09666667,-118.0366667,HWB3,1955,conventional,0.137,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1415,34.075,-118.0766667,HWB15,1953,conventional,0.1622,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1412,34.11333333,-118.0016667,HWB3,1950,conventional,0.1178,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1399,33.99833333,-118.4166667,HWB7,1948,conventional,0.3337,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1385,34.21666667,-118.5433333,HWB5,1955,conventional,0.8049,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1384,34.24333333,-118.5433333,HWB3,1969,conventional,0.9535,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1383,34.14333333,-118.4033333,HWB3,1950,conventional,0.5574,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1382,33.83666667,-118.3083333,HWB5,1959,conventional,0.1069,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1381,34.03,-118.515,HWB3,1940,conventional,0.3288,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1380,34.04666667,-118.3333333,HWB5,1933,conventional,0.3284,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1378,34.26666667,-118.3183333,HWB3,1936,conventional,0.3766,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1370,34.18666667,-118.4166667,HWB3,1952,conventional,0.5215,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1369,34.18666667,-118.5283333,HWB28,1963,conventional,0.6601,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1290,34.24166667,-118.545,HWB3,1967,conventional,0.9535,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1293,34.14666667,-118.3916667,HWB3,1950,conventional,0.5574,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1295,34.25166667,-118.535,HWB3,1950,conventional,0.9857,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1298,34.15666667,-118.2933333,HWB5,1938,conventional,0.1676,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1299,34.15666667,-118.405,HWB3,1950,conventional,0.5574,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1300,34.22,-118.5666667,HWB5,1971,conventional,0.772,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1302,34.22,-118.6283333,HWB5,1927,conventional,0.5997,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1308,34.27166667,-118.4866667,HWB5,1962,conventional,1.224,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1365,34.18666667,-118.64,HWB5,1959,conventional,0.5712,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1313,34.20833333,-118.4266667,HWB3,1952,conventional,0.5675,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1322,34.20166667,-118.4266667,HWB3,1952,conventional,0.5675,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1323,34.19833333,-118.6266667,HWB3,1963,conventional,0.5363,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1342,34.26833333,-118.6083333,HWB3,1967,conventional,0.8449,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1351,34.16333333,-118.6366667,HWB3,1962,conventional,0.5321,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1352,34.19833333,-118.6566667,HWB5,1963,conventional,0.4645,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1358,34.19333333,-118.6266667,HWB28,1949,conventional,0.5363,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1361,34.19333333,-118.4966667,HWB5,1954,conventional,0.7351,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1309,34.08,-118.2233333,HWB3,1913,conventional,0.2152,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0854,34.05166667,-118.08,HWB3,1974,conventional,0.1664,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0852,33.85333333,-118.3433333,HWB4,1975,seismic,0.136,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0851,34.49666667,-118.6133333,HWB3,1971,conventional,0.4804,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0847,34.13666667,-118.7266667,HWB7,1971,conventional,0.3009,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0845,33.82333333,-118.2266667,HWB2,1975,seismic,0.1156,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0826,34.39,-118.5483333,HWB3,1971,conventional,1.004,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0825,33.805,-118.29,HWB3,1970,conventional,0.0944,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0808,34.55833333,-118.0916667,HWB5,1967,conventional,0.1224,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0800,34.15,-118.6983333,HWB7,1965,conventional,0.3636,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0799,34.49666667,-118.6116667,HWB7,1966,conventional,0.4804,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0798,34.14,-118.83,HWB7,1968,conventional,0.2059,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0796,34.155,-118.0866667,HWB3,1972,conventional,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0792,33.84666667,-118.0566667,HWB28,1965,conventional,0.1343,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0786,34.01166667,-118.205,HWB28,1967,conventional,0.2036,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0778,33.985,-118.4116667,HWB3,1962,conventional,0.2995,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1007,34.43,-118.1133333,HWB5,1953,conventional,0.1362,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0768,34.21333333,-118.235,HWB3,1936,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0767,34.18833333,-118.2266667,HWB3,1941,conventional,0.1033,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0766,34.20333333,-118.235,HWB3,1935,conventional,0.1307,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0764,34.205,-118.235,HWB3,1935,conventional,0.1307,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0762,34.22166667,-118.2483333,HWB3,1935,conventional,0.1143,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0760,34.12333333,-118.15,HWB5,1910,conventional,0.1325,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0759,34.13333333,-118.165,HWB5,1914,conventional,0.1286,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0757,34.125,-118.165,HWB7,1922,conventional,0.1286,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0754,34.17166667,-118.3083333,HWB3,1949,conventional,0.3258,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0737,34.15833333,-118.2483333,HWB15,1969,conventional,0.2682,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0736,34.15833333,-118.2466667,HWB15,1938,conventional,0.2682,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0735,34.16,-118.24,HWB15,1938,conventional,0.1712,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0725,33.82166667,-118.1333333,HWB7,1963,conventional,0.1302,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0723,33.83666667,-118.1066667,HWB4,1977,seismic,0.1348,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0721,33.84166667,-118.0933333,HWB7,1962,conventional,0.1403,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0770,34.21333333,-118.2266667,HWB3,1936,conventional,0.1573,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1006,34.43333333,-118.69,HWB28,1953,conventional,0.5609,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1001,34.2,-118.1216667,HWB5,1949,conventional,0.0833,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1000,34.22833333,-118.2416667,HWB3,1948,conventional,0.1869,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0999,34.05166667,-118.6383333,HWB15,1945,conventional,0.1165,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0998,34.15166667,-118.7333333,HWB15,1945,conventional,0.348,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0995,34.09666667,-118.6033333,HWB28,1942,conventional,0.256,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0993,34.46333333,-118.33,HWB7,1941,conventional,0.2448,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0992,34.42166667,-118.4233333,HWB2,1986,seismic,0.4887,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0991,34.01666667,-118.3883333,HWB28,1938,conventional,0.2887,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0990,34.085,-118.0866667,HWB15,1939,conventional,0.1622,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0988,34.44666667,-118.4283333,HWB4,1983,seismic,0.3778,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0984,34.07333333,-118.0966667,HWB15,1936,conventional,0.1484,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0983,34.075,-118.0983333,HWB15,1936,conventional,0.1358,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0982,34.09166667,-118.0866667,HWB5,1933,conventional,0.165,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0976,34.17,-118.0433333,HWB3,1934,conventional,0.1227,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0855,34.37166667,-118.555,HWB3,1971,conventional,0.9954,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0858,33.80666667,-118.29,HWB7,1971,conventional,0.0944,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0859,34.07,-118.2233333,HWB1,1928,conventional,0.2259,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0860,34.19,-118.1816667,HWB3,1924,conventional,0.067,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0861,34.365,-118.5533333,HWB7,1999,seismic,0.9954,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0862,34.14333333,-118.7633333,HWB3,1972,conventional,0.2827,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0863,34.12333333,-118.1483333,HWB5,1972,conventional,0.1325,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0864,33.8,-118.18,HWB5,1957,conventional,0.0882,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0975,34.225,-118.2166667,HWB5,1999,seismic,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0921,34.28333333,-118.4266667,HWB15,1953,conventional,0.8375,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0935,34.11,-118.7533333,HWB5,1923,conventional,0.2752,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0940,34.175,-118.31,HWB3,1949,conventional,0.3624,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0943,34.19166667,-118.3483333,HWB5,1970,conventional,0.3613,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0968,34.11,-118.6283333,HWB28,1999,seismic,0.2441,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0969,34.34666667,-118.365,HWB28,1931,conventional,0.3234,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0970,34.095,-118.6016667,HWB15,1936,conventional,0.256,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0973,34.07666667,-118.0983333,HWB5,1935,conventional,0.1358,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0913,34.09333333,-118.1116667,HWB15,1938,conventional,0.1387,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0724,34.10333333,-118.3183333,HWB28,1977,seismic,0.447,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0722,34.095,-118.31,HWB4,1951,conventional,0.447,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0720,34.19666667,-118.605,HWB3,1949,conventional,0.6549,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0713,34.07166667,-118.4666667,HWB7,1955,conventional,0.3627,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0712,34.06666667,-118.4616667,HWB7,1956,conventional,0.3627,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0711,34.06,-118.455,HWB3,1957,conventional,0.3538,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0710,34.055,-118.4516667,HWB5,1957,conventional,0.3684,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0708,34.04666667,-118.445,HWB3,1959,conventional,0.3684,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0707,34.04333333,-118.2716667,HWB1,1962,conventional,0.188,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0703,34.02666667,-118.4283333,HWB5,1959,conventional,0.443,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0701,34.01333333,-118.4166667,HWB5,1959,conventional,0.3283,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0696,34.11,-118.3333333,HWB3,1954,conventional,0.3929,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0695,34.095,-118.4766667,HWB7,1962,conventional,0.2727,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1768,34.03333333,-118.025,HWB5,1967,conventional,0.1508,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0686,34.055,-118.2566667,HWB7,1952,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0685,34.05333333,-118.2566667,HWB5,1953,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0684,34.05666667,-118.2533333,HWB5,1951,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0683,34.05833333,-118.2533333,HWB3,1950,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0682,34.05833333,-118.2516667,HWB3,1950,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0681,34.10833333,-118.33,HWB3,1952,conventional,0.4827,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0680,34.105,-118.325,HWB1,1953,conventional,0.4827,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0679,34.10333333,-118.32,HWB3,1952,conventional,0.447,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0678,34.10166667,-118.3166667,HWB5,1952,conventional,0.447,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0677,34.09833333,-118.3133333,HWB5,1951,conventional,0.447,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0676,34.09333333,-118.3083333,HWB10,1950,conventional,0.405,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0675,34.09166667,-118.3133333,HWB5,1950,conventional,0.447,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0674,34.085,-118.3,HWB5,1950,conventional,0.2744,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0688,34.43,-118.585,HWB7,1964,conventional,1.054,none,Safe,none,Safe,No action needed,0,extensive,Needs Closure,Close bridge — repair now,3,1,0
53 0775,34.03666667,-118.175,HWB3,1967,conventional,0.2077,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0772,34.035,-118.18,HWB7,1967,conventional,0.2077,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0771,34.03333333,-118.1816667,HWB10,1965,conventional,0.2077,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0769,34.055,-118.2383333,HWB3,1950,conventional,0.2534,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0765,33.96333333,-118.1183333,HWB3,1953,conventional,0.1433,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0763,34.15166667,-118.16,HWB3,1971,conventional,0.0734,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0758,34.05666667,-118.2383333,HWB7,1950,conventional,0.2534,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0756,34.03166667,-118.1866667,HWB3,1965,conventional,0.2077,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0755,34.14166667,-118.7416667,HWB3,1949,conventional,0.2966,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0752,34.04833333,-118.265,HWB3,1953,conventional,0.188,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0751,34.04833333,-118.265,HWB5,1953,conventional,0.188,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0750,34.05,-118.2633333,HWB3,1953,conventional,0.188,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0749,34.05,-118.2616667,HWB5,1953,conventional,0.188,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0726,33.80333333,-118.2066667,HWB7,1947,conventional,0.1106,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0747,34.05166667,-118.2583333,HWB5,1953,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0746,34.05333333,-118.2566667,HWB5,1953,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0745,34.055,-118.2566667,HWB28,1953,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0744,34.055,-118.255,HWB5,1951,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0743,34.11333333,-118.245,HWB4,1958,conventional,0.3039,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0742,34.05666667,-118.2533333,HWB15,1951,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0741,34.155,-118.4683333,HWB15,1956,conventional,0.6603,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0738,34.08833333,-118.4716667,HWB3,1962,conventional,0.2854,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0734,34.19,-118.18,HWB3,1974,conventional,0.067,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0732,34.1,-118.315,HWB6,1977,seismic,0.447,slight,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 0731,34.09833333,-118.3116667,HWB5,1951,conventional,0.447,slight,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 0729,34.11166667,-118.335,HWB7,1954,conventional,0.3929,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0728,34.105,-118.3266667,HWB7,1953,conventional,0.4827,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0727,33.82,-118.2066667,HWB3,1949,conventional,0.1067,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0748,34.05166667,-118.26,HWB1,1952,conventional,0.188,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0625,34.05833333,-118.2433333,HWB15,1951,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0624,34.06,-118.245,HWB5,1948,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0623,34.06166667,-118.2466667,HWB7,1949,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0622,34.06333333,-118.2466667,HWB10,1949,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0621,34.065,-118.25,HWB3,1949,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0620,34.06833333,-118.255,HWB5,1949,conventional,0.2095,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0619,34.07166667,-118.2616667,HWB5,1950,conventional,0.2114,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0618,34.07166667,-118.2666667,HWB5,1949,conventional,0.2114,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0617,34.07333333,-118.2683333,HWB1,1948,conventional,0.2114,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0616,34.07333333,-118.27,HWB5,1949,conventional,0.2114,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0615,34.075,-118.2733333,HWB5,1949,conventional,0.2406,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0614,34.07666667,-118.2766667,HWB5,1947,conventional,0.2647,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0613,34.07833333,-118.2833333,HWB28,1948,conventional,0.2647,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0673,34.08333333,-118.2966667,HWB5,1950,conventional,0.2744,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0611,34.08,-118.2866667,HWB5,1949,conventional,0.2647,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0609,34.08,-118.2916667,HWB15,1949,conventional,0.2744,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0607,34.01833333,-118.175,HWB5,1951,conventional,0.2103,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0606,34.02,-118.1783333,HWB3,1951,conventional,0.2103,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0604,34.02,-118.1916667,HWB5,1948,conventional,0.2036,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0603,34.02333333,-118.1966667,HWB3,1948,conventional,0.2036,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0602,34.025,-118.2016667,HWB28,1947,conventional,0.2036,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0601,34.02666667,-118.2083333,HWB5,1948,conventional,0.1958,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0600,34.02833333,-118.2116667,HWB15,1948,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0599,34.03166667,-118.215,HWB10,1948,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0598,34.03166667,-118.2166667,HWB15,1948,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0597,34.03166667,-118.2183333,HWB7,1947,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0596,34.03333333,-118.22,HWB5,1948,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0595,34.03666667,-118.22,HWB15,1932,conventional,0.1915,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0612,34.08,-118.2866667,HWB5,1949,conventional,0.2647,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0672,34.08166667,-118.295,HWB1,1950,conventional,0.2744,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0662,34.06666667,-118.015,HWB3,1956,conventional,0.1349,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0661,34.06833333,-118.0283333,HWB28,1956,conventional,0.1448,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0660,34.06833333,-118.025,HWB28,1956,conventional,0.1448,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0659,34.06833333,-118.035,HWB5,1956,conventional,0.1448,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0658,34.07,-118.0416667,HWB3,1956,conventional,0.1549,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0657,34.07166667,-118.0483333,HWB3,1956,conventional,0.1549,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0656,34.07166667,-118.055,HWB5,1972,conventional,0.1549,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0655,34.07166667,-118.08,HWB3,1953,conventional,0.1643,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0654,34.07166667,-118.09,HWB3,1953,conventional,0.1643,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
