Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Sa_1s_g,Observed_DS,Obs_Repair_Category,RF_DS,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct
53 2510,34.27666667,-118.53,HWB6,1980,seismic,0.8672,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2509,34.275,-118.545,HWB6,1980,seismic,0.9428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2508,34.14833333,-118.0866667,HWB4,1976,seismic,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2507,34.06166667,-118.165,HWB5,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2505,34.06166667,-118.165,HWB5,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2502,34.26666667,-118.5483333,HWB6,1980,seismic,0.9428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2501,34.26666667,-118.56,HWB6,1980,seismic,0.8027,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2500,34.26666667,-118.56,HWB6,1980,seismic,0.8027,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2143,33.87166667,-118.185,HWB4,1971,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2114,34.295,-118.4116667,HWB16,1975,seismic,0.7886,none,Safe,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,1,0
53 2115,34.28833333,-118.405,HWB4,1975,seismic,0.6076,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2116,34.28,-118.3966667,HWB4,1975,seismic,0.6076,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2118,34.275,-118.3866667,HWB4,1980,seismic,0.4894,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2119,34.28166667,-118.415,HWB4,1975,seismic,0.6975,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2120,34.285,-118.4116667,HWB4,1975,seismic,0.6975,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2547,33.87333333,-118.275,HWB4,1974,conventional,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2121,33.875,-118.18,HWB4,1970,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2122,33.87666667,-118.1766667,HWB4,1970,conventional,0.129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2540,34.06166667,-118.1683333,HWB1,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2124,33.87166667,-118.1816667,HWB4,1970,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2127,33.87666667,-118.1716667,HWB4,1970,conventional,0.1299,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2543,34.06166667,-118.165,HWB5,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2128,33.87666667,-118.155,HWB4,1970,conventional,0.1336,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2542,34.06166667,-118.165,HWB5,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2129,33.87666667,-118.16,HWB4,1970,conventional,0.1299,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2130,34.28,-118.4166667,HWB4,1975,seismic,0.6975,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2132,34.17333333,-118.53,HWB4,1959,conventional,0.5731,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2137,34.14333333,-118.18,HWB4,1971,conventional,0.064,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2541,34.06166667,-118.165,HWB5,1974,conventional,0.1668,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2123,33.875,-118.1683333,HWB4,1970,conventional,0.1356,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2388,33.91666667,-118.37,HWB6,1989,seismic,0.1567,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2387,33.91666667,-118.37,HWB4,1989,seismic,0.1567,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2373,33.87166667,-118.2016667,HWB3,1974,conventional,0.134,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2167,34.40666667,-118.45,HWB2,1972,conventional,0.5779,none,Safe,none,Safe,No action needed,0,extensive,Needs Closure,Close bridge — repair now,3,1,0
53 2371,33.87333333,-118.2233333,HWB4,1974,conventional,0.1159,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2370,33.87666667,-118.1483333,HWB5,1970,conventional,0.1336,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2369,34.27666667,-118.395,HWB4,1980,seismic,0.6076,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2366,34.18333333,-118.2166667,HWB4,1978,seismic,0.069,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2365,34.155,-118.4416667,HWB7,1959,conventional,0.7164,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2499,34.26666667,-118.5783333,HWB6,1980,seismic,0.6908,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2169,33.87333333,-118.1933333,HWB4,1974,conventional,0.134,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2361,34.365,-118.5066667,HWB5,1969,conventional,0.9465,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2173,34.18333333,-118.1733333,HWB28,1974,conventional,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2177,34.2,-118.1866667,HWB8,1972,conventional,0.1261,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2178,34.595,-118.1333333,HWB3,1972,conventional,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2181,34.275,-118.5933333,HWB3,1971,conventional,0.8449,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2356,34.27666667,-118.42,HWB4,1976,seismic,0.6975,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2355,34.14833333,-118.8033333,HWB2,1973,conventional,0.2746,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2187,34.23333333,-118.2833333,HWB6,1975,seismic,0.1115,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2189,34.21,-118.215,HWB3,1972,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2168,34.20166667,-118.1916667,HWB5,1972,conventional,0.129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2145,33.87166667,-118.1833333,HWB4,1971,conventional,0.1345,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2466,34.26833333,-118.5083333,HWB6,1980,seismic,1.113,none,Safe,none,Safe,No action needed,0,moderate,Needs Repair,Plan repair — 6 months,2,1,0
53 2465,34.27833333,-118.515,HWB6,1980,seismic,0.9713,moderate,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 2146,34.37166667,-118.4983333,HWB4,1972,conventional,0.9465,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2459,33.87666667,-118.2333333,HWB5,1974,conventional,0.1085,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2458,33.87666667,-118.25,HWB5,1974,conventional,0.1129,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2431,34.14666667,-118.155,HWB4,1975,seismic,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2413,33.90666667,-118.1816667,HWB2,1990,seismic,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2398,34.14833333,-118.0816667,HWB6,1976,seismic,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2390,34.06833333,-118.4666667,HWB6,1975,seismic,0.3627,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2148,34.14333333,-118.1816667,HWB5,1971,conventional,0.064,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2151,34.14333333,-118.1833333,HWB5,1971,conventional,0.064,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2153,34.18333333,-118.1683333,HWB5,1973,conventional,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2154,34.17666667,-118.1633333,HWB3,1973,conventional,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2155,34.17166667,-118.16,HWB4,1973,conventional,0.1469,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2156,34.17166667,-118.1583333,HWB4,1973,conventional,0.1244,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2157,34.16666667,-118.1566667,HWB3,1973,conventional,0.1244,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2158,34.16333333,-118.1566667,HWB4,1973,conventional,0.1244,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2159,34.16,-118.1566667,HWB3,1973,conventional,0.1244,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2160,34.15833333,-118.1566667,HWB5,1973,conventional,0.1194,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2397,34.14833333,-118.0883333,HWB4,1976,seismic,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1933,34.16333333,-118.2516667,HWB4,1990,seismic,0.1613,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1932,34.08166667,-118.2283333,HWB5,1960,conventional,0.2045,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1930,34.05666667,-118.21,HWB5,1925,conventional,0.2093,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1900,34.01,-118.495,HWB7,1939,conventional,0.3247,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1888,33.91,-118.0266667,HWB4,1987,seismic,0.1331,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1886,34.04666667,-118.53,HWB3,1961,conventional,0.279,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1885,34.32,-118.495,HWB5,1971,conventional,1.261,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1881,34.11333333,-118.265,HWB1,1929,conventional,0.3514,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1880,34.04,-118.23,HWB5,1932,conventional,0.2334,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1879,34.11166667,-118.1783333,HWB3,1940,conventional,0.1391,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1877,34.09333333,-118.2033333,HWB3,1939,conventional,0.1719,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1876,34.08666667,-118.21,HWB3,1940,conventional,0.2152,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1874,34.11333333,-118.1766667,HWB7,1912,conventional,0.1391,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1860,34.44,-118.5116667,HWB6,1985,seismic,0.635,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1859,34.15833333,-118.2533333,HWB4,1986,seismic,0.2682,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 0252,33.995,-118.18,HWB5,1931,conventional,0.192,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1846,34.07666667,-118.815,HWB28,1960,conventional,0.2072,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1843,34.18333333,-118.1666667,HWB5,1955,conventional,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1842,34.06333333,-118.0866667,HWB5,1925,conventional,0.1643,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1841,34.15,-118.1666667,HWB3,1954,conventional,0.0734,none,Safe,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,1,0
53 1840,34.425,-118.56,HWB2,1985,seismic,0.9785,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1836,34.43,-118.5366667,HWB6,1985,seismic,0.7187,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1827,34.05333333,-118.2516667,HWB4,1982,seismic,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1826,34.05666667,-118.2466667,HWB5,1964,conventional,0.2223,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1822,34.25666667,-118.49,HWB5,1956,conventional,0.9433,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1814,34.05666667,-118.0183333,HWB3,1958,conventional,0.1458,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1813,34.215,-118.2233333,HWB3,1935,conventional,0.1309,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1812,34.15333333,-118.7566667,HWB4,1982,seismic,0.2966,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1800,33.88833333,-118.0016667,HWB4,1984,seismic,0.1232,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1799,34.42333333,-118.4483333,HWB8,1983,seismic,0.6845,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1795,33.82833333,-118.095,HWB8,1956,conventional,0.1348,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1847,34.09166667,-118.6783333,HWB16,1981,seismic,0.1941,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0272,33.82333333,-118.0016667,HWB3,1959,conventional,0.1329,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0271,33.81666667,-118.01,HWB3,1959,conventional,0.1329,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0270,33.81666667,-118.03,HWB3,1958,conventional,0.132,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0269,33.815,-118.0366667,HWB3,1958,conventional,0.132,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0268,33.815,-118.045,HWB3,1958,conventional,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0267,33.815,-118.0616667,HWB3,1958,conventional,0.1325,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0264,33.81,-118.075,HWB28,1962,conventional,0.1317,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0250,33.815,-118.0533333,HWB3,1973,conventional,0.1318,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0201,33.86166667,-118.0016667,HWB3,1958,conventional,0.143,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0200,33.86166667,-118.01,HWB5,1950,conventional,0.1481,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0199,33.81833333,-118.0183333,HWB3,1958,conventional,0.1329,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0196,33.87833333,-118.0016667,HWB7,1960,conventional,0.1232,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0158,33.84,-118.05,HWB7,1957,conventional,0.1323,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0145,33.845,-118.045,HWB5,1958,conventional,0.1343,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0127,33.865,-118.0283333,HWB5,1958,conventional,0.1445,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53U0001,34.11666667,-118.755,HWB5,1950,conventional,0.2752,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0116,33.845,-118.0366667,HWB6,1978,seismic,0.1368,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0071,33.88333333,-118.0,HWB5,1960,conventional,0.1232,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0052,33.815,-118.0716667,HWB28,1955,conventional,0.1325,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0039,33.87166667,-118.0283333,HWB5,1967,conventional,0.1445,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0406,33.80666667,-118.0816667,HWB5,1966,conventional,0.1271,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0405,33.80333333,-118.0816667,HWB5,1966,conventional,0.1271,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0309,33.85833333,-118.0333333,HWB5,1969,conventional,0.1368,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0308,33.86,-118.0366667,HWB5,1969,conventional,0.1445,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0306,33.86166667,-118.0383333,HWB5,1969,conventional,0.1445,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0302,33.85666667,-118.0283333,HWB5,1969,conventional,0.1368,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0300,33.855,-118.01,HWB3,1969,conventional,0.1399,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0299,33.855,-118.0033333,HWB3,1969,conventional,0.1406,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0210,33.86833333,-118.0016667,HWB5,1957,conventional,0.143,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0139,33.87333333,-118.0116667,HWB5,1957,conventional,0.1481,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53U0002,34.11666667,-118.755,HWB5,1950,conventional,0.2752,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
55 0126,33.81666667,-118.0283333,HWB3,1958,conventional,0.132,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1561,33.88,-118.325,HWB7,1960,conventional,0.1366,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1542,33.93666667,-118.0316667,HWB7,1969,conventional,0.137,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1527,34.29333333,-118.36,HWB5,1970,conventional,0.4562,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1525,34.095,-118.6016667,HWB5,1968,conventional,0.256,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1523,33.80666667,-118.2966667,HWB7,1967,conventional,0.1007,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1520,33.85,-118.26,HWB7,1966,conventional,0.1305,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1519,33.85,-118.2583333,HWB7,1966,conventional,0.1227,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1518,34.14166667,-118.8116667,HWB3,1967,conventional,0.2942,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1517,34.09833333,-118.075,HWB3,1967,conventional,0.165,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1515,33.87833333,-118.01,HWB3,1967,conventional,0.1227,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 1514,33.85833333,-118.2733333,HWB5,1967,conventional,0.1305,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
